logFC logCPM PValue FDR
SLC5A4 -1.16375303615742 4.04874942537471 0.0152052432996324 0.34415393054795
SQSTM1 -1.16915441269389 4.97652473202809 0.0152468783053062 0.344706793830235
ATOH7 -1.22954009343458 4.54400864562354 0.0152890031117569 0.345269471625258
ECSCR -1.16079015672303 6.93085716389863 0.0153808875262213 0.346116006875696
THUMPD3 -1.18632846582576 6.6257233918265 0.0153833573108104 0.346116006875696
AVIL -1.15727447797899 4.17207082049445 0.0154250949427061 0.346116006875696
HINT1 -1.15421710797983 3.76732573475365 0.0154605456072957 0.346116006875696
USP17L26 1.1482073323776 6.68287690919457 0.0154619518802338 0.346116006875696
GPR85 -1.15367180375681 4.15503838742835 0.0154779911449331 0.346116006875696
RPP30 -1.15903823456934 3.60872933166615 0.0155078625586852 0.346116006875696
PGM5 -1.15184040894006 6.63461635805276 0.0155417133106846 0.346116006875696
GPR137 -1.90787238707314 -3.0908788805633 0.0155562747515438 0.346116006875696
NACA -1.16653336888743 3.82766027216265 0.0155580955894065 0.346116006875696
ABC13-47656900H15.1 -1.1454964948214 5.88213229986619 0.0155782455164966 0.346116006875696
APELA -1.18478238156263 2.40046600477898 0.015592557511754 0.346116006875696
DARS2 -1.15262717514119 5.79354067805748 0.0155969700421006 0.346116006875696
UPF3A -1.1501094951999 5.46486366156751 0.0156116715009457 0.346116006875696
TEX13C -1.18533024826297 1.41482900749827 0.0156160998046841 0.346116006875696
CAMTA1 -1.15871992653536 3.93701141881027 0.0156262368318039 0.346116006875696
RNF111 -1.27966091798441 -0.792783950738421 0.0156322023114122 0.346116006875696
L1TD1 -1.18716034239728 5.10030150828013 0.0156675984361303 0.346116006875696
BEND2 -1.15785961174314 4.53148751790826 0.0156682917935121 0.346116006875696
CDC5L -1.17530960631838 7.75768428073319 0.0156720692045458 0.346116006875696
LCTL -1.15361214781436 4.38000708798793 0.0157009828115683 0.346335274722754
SIN3B -1.15946828817595 4.68552085702923 0.0157165775409607 0.346335274722754
PTAR1 -1.20050875942652 3.9248250077537 0.0158145059745121 0.347968283182569
OR6C1 -1.16684356648203 7.00482389087715 0.0158374494938477 0.347968283182569
DCTN6 -1.17365747632668 4.64966108438496 0.0158494765333601 0.347968283182569
UBE3B -1.1582443892227 6.1219683368333 0.0158601688655427 0.347968283182569
NIN -1.15507422776226 4.32037169709833 0.0159214611009766 0.348907400200668
CEACAM3 -1.15515421328039 4.97370201533879 0.0159378099537522 0.348907400200668
SPATA31E1 -1.21169767516542 2.81076121477652 0.0159984571259417 0.349193872914174
HTR3C -1.16664049914833 4.57517695480871 0.0159990594328578 0.349193872914174
HSPB1 -1.1501489974348 4.969994595278 0.0160321499915696 0.349193872914174
EAF2 -1.15126112492719 5.4245578485372 0.0160443086185732 0.349193872914174
GAGE12F -1.16489350100276 5.1816953953447 0.0160592221248716 0.349193872914174
NAA20 -1.19964218531921 5.30625501117369 0.0160701435716405 0.349193872914174
CD14 -1.17038545079437 5.93998828171726 0.0160742253856932 0.349193872914174
FAT2 -1.13966456324694 5.77586626186406 0.016090357181358 0.349193872914174
EMC7 -1.17778198172954 3.98359316585359 0.0161663799403463 0.350464022278221
CAPN14 -1.17054419413283 2.2200571674473 0.0162038562662197 0.350612893318502
COTL1 -1.44299479361252 -2.02519484094738 0.0162206190250037 0.350612893318502
TUBGCP6 -1.18127748151285 4.06279843600142 0.0162257576809072 0.350612893318502
BRCA1 -1.21001000587201 1.39048742799119 0.0162716841352336 0.351226406156104
IFNA7 -1.16863019630371 3.19412644803391 0.0162933205851938 0.3512907616074
IL17A -1.15911485404622 7.19036058625875 0.0163097403172524 0.3512907616074
CRIM1 -1.1386335339464 6.11456001652852 0.016359993279034 0.351747786886766
KANK3 -1.1483080916529 3.52849546605339 0.0163660794457823 0.351747786886766
DIS3L2 -1.20180374305207 2.91136675898988 0.0164266920055847 0.352672098139193
HTATIP2 -1.13976881591212 5.82027160032246 0.0164637551746964 0.352787901348377
KCND2 -1.14676427940991 6.88744097495201 0.0164673100574476 0.352787901348377
STPG3 -1.14723665265022 5.91872622614218 0.0165076404435097 0.353210208564938
KNCN -1.17565387970739 2.91933133726295 0.0165411481043821 0.353210208564938
MED20 -1.1688259446048 3.73568086249461 0.0165454716748915 0.353210208564938
AC003006.7 -1.14258650473683 4.19284596405844 0.0165663199268998 0.353210208564938
FGD6 -1.14363374724272 5.18272063808926 0.0165774304491391 0.353210208564938
TWF2 -1.14952033178246 4.79345437047128 0.0166081215362265 0.353210208564938
KLF5 -1.18551137502731 5.11944492969479 0.0166384966966223 0.353210208564938
ARHGEF15 -1.15610304666693 6.29029133169954 0.0166387753309325 0.353210208564938
UBN1 -1.1802572196898 3.35244816889813 0.0166457209767511 0.353210208564938
CLDND1 -1.17577202119099 4.69374126309866 0.0166782546930312 0.353220468990393
RCVRN -1.17171928671877 4.37156109245837 0.0166814719017978 0.353220468990393
TMBIM1 -1.19586221064321 1.17683858039492 0.0167010434471332 0.353261458595065
KIF27 -1.17420527797693 6.48761377812897 0.0168070033618671 0.355127726098692
CLEC17A -1.17877517251998 3.51434304517135 0.0168282293622133 0.355201540942565
SPESP1 -1.14929026295729 3.9182143871534 0.016849441557553 0.355227551932214
GLTSCR1L -1.15627541123777 3.74773178284053 0.0168649294537235 0.355227551932214
RP11-134F2.8 1.1880552312973 3.08049346625627 0.0169102568737313 0.355808146468184
MND1 -1.12895770132004 6.25437685402441 0.0169475491601365 0.356129392891695
PTK2B -1.14667126289266 4.43743079986451 0.0169758477825616 0.356129392891695
SNAPC4 -1.16675448101474 5.85885282766288 0.0169788612756013 0.356129392891695
OR2A12 -1.15236648619807 3.65041528046005 0.0170205987659865 0.356631395273511
PHF14 -1.17054445060625 5.23841415537151 0.0171141855491321 0.357848311077545
DAOA -1.15512170644806 6.82620071355657 0.0171144067701207 0.357848311077545
COG6 -1.13525744286023 4.68856857147594 0.0171513675759016 0.357933747937856
JAM2 -1.13938308680472 6.15239956625776 0.0171542308432101 0.357933747937856
MBOAT2 -1.13181847673457 4.00260790615946 0.0171997756449963 0.358510620129989
XKR8 -1.14877965015505 4.04616546361092 0.0172254918650354 0.358621852380712
CT45A7 -1.20828160864045 4.8347863353328 0.0172627040802271 0.358621852380712
RASSF2 -1.13540136958206 5.1891630588308 0.0172802818327416 0.358621852380712
HOGA1 -1.17209403210966 1.18181421116776 0.0172921961577142 0.358621852380712
SLC30A1 -1.13379105210339 5.27306029196488 0.017313652798395 0.358621852380712
IFI44 -1.13924615877255 5.06073811395971 0.017321278169797 0.358621852380712
KHDC3L -1.13211565771007 5.71130199354165 0.0173329768371191 0.358621852380712
SPAG11A -1.14294337613791 6.0501611791374 0.0173483388226704 0.358621852380712
KLK8 -1.14018869280778 4.6402276121384 0.0174359370397855 0.359125411443177
AGO2 -1.16372874458075 4.72403352002252 0.017436873553327 0.359125411443177
CLRN2 -1.14277396921901 4.22277893817618 0.0174437763131425 0.359125411443177
SHANK2 -1.15180175286399 4.42626516215881 0.0174684986833959 0.359125411443177
AKTIP -1.12718947537602 5.15756134208868 0.0174777066631896 0.359125411443177
LSM10 -1.12996653731173 4.21683153870887 0.0174802693902999 0.359125411443177
OR1I1 -1.13005322579264 7.95091184192238 0.0175381908624592 0.359946210210984
MFSD2A -1.13563638047942 3.90817009400517 0.0176090029510174 0.360522230332817
SURF2 -1.13153077116937 4.4410616351765 0.0176117969502477 0.360522230332817
RASL11B -1.20520151518659 4.68756519938875 0.0176202517845254 0.360522230332817
RAB3A -1.13891417171027 4.18048310906727 0.0176797318722986 0.361370111361239
RCN1 -1.16363914445813 4.65678985500803 0.0177275221662125 0.361727486473804
ADAM20 1.13991507621224 5.86068342113793 0.017733332919838 0.361727486473804
COX5B -1.11870536811764 6.75875298322322 0.0178046776692869 0.362403440302248
VPS37C -1.16359522374482 2.75795981675462 0.0178131205606263 0.362403440302248
SFRP1 -1.13005347729618 5.12886736817292 0.017820747276607 0.362403440302248
WDR12 -1.12671578143299 6.34601063830901 0.0178417759455312 0.362463097327521
CLEC6A -1.1381024810095 6.4966287030851 0.0178626625176937 0.362519749637206
OR2AG2 -1.15870755026007 2.20825304886001 0.0179059529701445 0.363030510065754
AJ239318.1 -1.15646135098247 3.68868680180923 0.0179443319599316 0.363074878683783
CTD-2521M24.13 -1.14255315855299 4.52749112916948 0.0179443926861837 0.363074878683783
ITGB3 -1.14562704803842 4.77087789432997 0.0179949499552127 0.363223694897986
CNNM1 -1.13518128097241 4.98050174356933 0.0180256645137684 0.363223694897986
PON1 -1.13445803503082 5.0854111792347 0.0180328075998594 0.363223694897986
PAH -1.15479407755843 3.10381509148539 0.0180391012873289 0.363223694897986
PYHIN1 -1.16796934738226 5.36183373120036 0.0180424130808994 0.363223694897986
NTF3 -1.11561967400801 5.30536360558482 0.0181067166652308 0.363691259170709
SLX1B -1.14319716501388 7.05662042038083 0.0181077809202465 0.363691259170709
STAT2 -1.15210903475578 3.63838764950275 0.0181231042846623 0.363691259170709
GTF3C6 -1.21855414864363 0.039790120881542 0.0181382640862432 0.363691259170709
BRINP3 -1.12217806228805 6.45263693190004 0.0181631203443387 0.363825463617449
KIF1BP -1.21103600413584 0.0368021740625041 0.0182291043606101 0.364640905448042
FAM207A -1.13391521091283 5.01514447065967 0.0182402369956037 0.364640905448042
FUK -1.21430696659313 -0.0500307534685964 0.0182741969813395 0.364955573014169
C14orf80 -1.16483482582032 2.42848862428767 0.0183070970162558 0.364983117923888
RP11-849F2.7 -1.13747361919047 4.41948387333145 0.0183120180477014 0.364983117923888
CARM1 -1.16978020958137 0.71002283017388 0.0183413645697173 0.365204645821081
SLC17A6 -1.12448526143569 6.98324008381053 0.0183970872790796 0.365950402469954
MSRA -1.20281830875633 6.99929583439277 0.01844059293604 0.366210884778344
DPPA5 -1.14645541401892 2.94732617423291 0.0184567907185555 0.366210884778344
FAM135A -1.15154664317122 1.50040761501095 0.0184824315808109 0.366210884778344
CHD6 -1.13380364777533 4.87674778324826 0.0185101606766464 0.366210884778344
CDS2 -1.11947269806687 6.59117688159609 0.0185126492958083 0.366210884778344
TMEM244 -1.12241875854979 5.28186755539662 0.0185315991616238 0.366210884778344
DYRK2 -1.15660135906678 5.0490295343326 0.0185531002161172 0.366210884778344
CCDC140 -1.14887496725978 5.97808837803361 0.01856048656643 0.366210884778344
TEAD4 -1.16677668287649 3.08056392036293 0.0186050033746754 0.366210884778344
UGT2B15 -1.16971471158895 4.79502725259247 0.0186245741623887 0.366210884778344
SOWAHA -1.12128582990637 6.05607005140553 0.0186316031723759 0.366210884778344
DCAF12 -1.14527311891985 1.7894652354603 0.0186317115930351 0.366210884778344
KRTAP10-3 -1.11208799587591 5.25773875087022 0.0186478509547157 0.366210884778344
NOD1 -1.15816996470872 4.51137259473307 0.0186886160850465 0.366651977276755
NDFIP1 -1.12569406852786 5.92387825110198 0.018730438175121 0.367112922784588
RP11-566K11.2 -1.12187589278018 7.33773677527645 0.0187602267373588 0.367337342889574
PLGRKT -1.15999865836833 4.56228482931004 0.0188008400245131 0.367773072784201
WBP2NL -1.16643161588089 0.86261017854843 0.0189061007244554 0.368850596661989
MIDN -1.11794537035227 7.57817629519466 0.0189110473942289 0.368850596661989
IQCA1 -1.11721842691405 6.57369862139276 0.0189111658315542 0.368850596661989
DDX25 -1.15693734558491 3.12314184529415 0.0189497237817716 0.369243109992868
ANKRD30A -1.126053968602 5.95896225175207 0.0189876292765878 0.369442631552974
ATOH1 -1.1339480380341 2.84443336601417 0.0189968504068476 0.369442631552974
P4HB -1.11465658942515 4.04682669513185 0.0190383122101694 0.369889846636181
C3orf18 -1.11806729873089 6.97411765961909 0.0190702499813739 0.370151334667538
C16orf95 -1.11702510887212 5.64984878880936 0.0191274460296176 0.370693452801202
SLC9B2 -1.11743419976175 6.37219448203236 0.0191351919622806 0.370693452801202
CCL24 -1.15715849288745 2.29610344756211 0.0191539562028864 0.370698450917892
KCNA1 -1.15997079869862 1.06520334740332 0.0191921263386491 0.370989337375387
ELMO3 -1.12677858067216 4.3332929494628 0.0192060277998241 0.370989337375387
OR8D4 -1.17133306065812 2.86344381622433 0.0192617583214482 0.371373043337005
TPCN2 1.13877688120371 2.92494467827694 0.0192655708697388 0.371373043337005
MRAP -1.12504870582401 6.65116643251514 0.0192815119100637 0.371373043337005
SIX3 -1.11595366225362 4.51199959171579 0.0193530803477174 0.372386769551662
TTF1 -1.1119083085663 5.05543610943932 0.0193872415488936 0.372386769551662
RFFL -1.17700566071888 6.03254305527093 0.0193976599709365 0.372386769551662
GPR27 -1.12199429122353 4.61022977520482 0.0194085061860084 0.372386769551662
GNB1 -1.12961686504233 7.43383745453652 0.0194905156828664 0.373252955545009
NEXN -1.10580906994245 5.11879175166395 0.0195005643241272 0.373252955545009
AL138751.1 1.12228346141279 7.41563219614454 0.0195095524165356 0.373252955545009
CT45A10 1.1296346320975 7.56454046850177 0.0195630122928948 0.373602833522273
OR51A4 -1.12164682417569 4.36208802561672 0.0195651426471401 0.373602833522273
RTN3 -1.1301257807879 6.38629982257507 0.0196129059880934 0.373604514561878
ACADL -1.11742238084124 6.85304154995849 0.0196361527231651 0.373604514561878
SFRP4 -1.13733370732029 6.00101384817991 0.0196467452932995 0.373604514561878
MT-CO3 -1.12979213682487 5.09138108988415 0.0196481310841084 0.373604514561878
UAP1L1 -1.12631674386843 5.36196690717004 0.0196584872621546 0.373604514561878
TOB1 -1.11355420810585 4.86148825340495 0.0197289305725451 0.374268632581008
SP4 -1.14605904991458 6.18667152945263 0.0197356539921876 0.374268632581008
CNOT10 1.18288901448043 -0.311711935121122 0.0197556676394402 0.374268632581008
FAM20C -1.1253660496468 6.85765374577218 0.0197692113954951 0.374268632581008
GP5 1.10726698085799 5.77936163849852 0.0198095556829828 0.374268632581008
GHDC -1.12413833184381 5.41102532897758 0.0198175904095771 0.374268632581008
FAM104B -1.14877377721345 2.50849727496303 0.0198378455682207 0.374268632581008
EXOSC10 -1.12020420270246 5.53246774102666 0.0198429078828331 0.374268632581008
CDK20 -1.11755167710568 5.21272071545405 0.0199064023225273 0.375113024386213
SPRYD4 -1.11927278911764 5.12099269204802 0.0199316068827414 0.375234978823489
PNLIP -1.14320088025181 0.656989473642223 0.0199779353116999 0.375754011482311
MAP3K3 -1.10453345093005 6.35886549686293 0.0200192107920903 0.376177121366191
SSC5D -1.10273215968777 4.86603858004309 0.020070769411587 0.376792485551545
DEFB105B -1.08959654008558 5.2425102413268 0.0202017554828213 0.378862738069009
OR4N5 -1.09399207149524 5.51680933702858 0.0202256047934049 0.378862738069009
DENND2C -1.11050078988474 6.45062230893996 0.0202502283857777 0.378862738069009
MMEL1 -1.11153886640691 3.11133114982814 0.0202700376152818 0.378862738069009
BLCAP -1.13561722267369 5.82938772384164 0.0202849592907611 0.378862738069009
HDLBP -1.10807028430147 3.73428690240122 0.0203083791348142 0.378862738069009
UBXN4 -1.10570176622659 4.46376795642154 0.0203134431973499 0.378862738069009
AC021106.1 -1.10659797601063 5.49036946750374 0.0203453190650451 0.379104266225041
PCDHB16 -1.16641084214596 0.0996783900644795 0.0204012751197417 0.379793626322998
OXTR -1.10433862783588 4.8373394642104 0.0204777631373743 0.380863577905985
KCNH1 -1.10206368822366 4.1709765443845 0.0205051182862007 0.38101857550175
SLC6A19 1.11789747143788 4.24230483450115 0.0206194593268485 0.382788127688695
OR56B4 -1.14495554800552 1.47113056508517 0.02064687435862 0.382862486810828
ZCCHC4 -1.13004687071218 3.51365671975275 0.0206828826672905 0.382862486810828
CLRN3 -1.09939422420022 4.21933569667266 0.0206896828470218 0.382862486810828
UMOD -1.15452438917408 6.43805583757349 0.020699918786687 0.382862486810828
RP11-2C24.9 -1.08689465692807 5.47814240435909 0.0207447274745559 0.383189865454018
C21orf91 1.11807561029014 4.16418808717261 0.0207809080990063 0.383189865454018
GIGYF1 -1.15169156929554 3.40956573514152 0.020791903656606 0.383189865454018
EFTUD2 -1.12577541376406 5.9101618223133 0.0207941382731026 0.383189865454018
ZNF467 -1.10538172596612 5.66940063748025 0.0208151543128734 0.383224591949602
CNR2 -1.11412834759929 4.13950106347504 0.0208363251300621 0.383262101634778
MAGI1 -1.11032252920909 5.26269613112412 0.0209335450743838 0.384697102188056
CUTA -1.09573962476095 5.60000187618629 0.0209599151466403 0.384828652889415
MYBL1 -1.11378013209161 5.56402232825488 0.0209997749741509 0.385207410720894
C5orf34 -1.09724476569027 5.69090741467344 0.0210313549259677 0.385433733323018
HKR1 -1.14074096452096 4.85823211112071 0.0210605615597626 0.385616187023404
GYPB -1.11385669688512 4.01742759039782 0.0211304430767647 0.386246246008249
GSG1 -1.10526295418389 3.19300108574054 0.0211335372984394 0.386246246008249
AIM1L -1.10586374068933 2.56360902468867 0.0212034327477774 0.38712047718745
USP17L20 -1.11149100353562 6.05234224240977 0.0212483301409075 0.38712047718745
UGT2B10 -1.11829058260869 5.94035449715647 0.0212675441019109 0.38712047718745
VSIG10 -1.08762958713312 5.57319456713098 0.021269348630549 0.38712047718745
ARPIN -1.13796902509679 1.3927084993483 0.0213139159356836 0.38712047718745
PPM1J -1.10951890310984 3.37354855537956 0.0213354889409541 0.38712047718745
SV2B -1.10613109594969 4.86223550408389 0.0213504413768904 0.38712047718745
LIN52 -1.13286780494924 4.15927684069973 0.0213560539515171 0.38712047718745
TRPM8 -1.119118581526 3.26097915414401 0.0213735085992649 0.38712047718745
DR1 -1.09738195205997 5.49043570884451 0.0214584825124701 0.38712047718745
SEC24A -1.14664586788652 1.07697585330255 0.0214619029396242 0.38712047718745
HIST1H3A -1.09642001781766 5.40655790263233 0.0214850902021062 0.38712047718745
CTD-3088G3.8 -1.09821398163092 6.9167722417743 0.0214863532160114 0.38712047718745
TWF1 -1.12876329070084 5.28048143296178 0.0215213394713164 0.38712047718745
HSD17B6 -1.08952234691428 6.29944617007087 0.0215810990097758 0.38712047718745
EIF3I -1.13531217780246 0.936233555614625 0.021581598809462 0.38712047718745
ZFP69 -1.11163996099131 5.06141814610372 0.0216060807723308 0.38712047718745
FABP12 -1.10043366645038 5.82744707512921 0.0216164747864321 0.38712047718745
CTC-273B12.7 -1.08544611320442 5.82996497030487 0.0216500818208018 0.38712047718745
NEDD8 -1.10240253214729 4.92067895511448 0.0216515643424321 0.38712047718745
PARP11 1.08762308164862 5.52728957590117 0.0216806504392273 0.38712047718745
PAX2 -1.11359857946796 6.98935952987605 0.0216992987410773 0.38712047718745
SGMS1 -1.10430902991606 4.85072543642373 0.0217009432323926 0.38712047718745
ZNF410 -1.10275357978447 4.57787199442223 0.0217035101669966 0.38712047718745
ENHO -1.11678786169698 2.6660694409596 0.021747091785033 0.38712047718745
IL2 -1.12581020507306 3.61677750900548 0.021765836972233 0.38712047718745
ENPEP -1.13626224627505 1.16118831865913 0.0217667285962649 0.38712047718745
TRIM35 -1.13191379505546 1.41959021951545 0.0218281585699025 0.38712047718745
GJA5 -1.0961045555012 6.79308692542528 0.0218317917550325 0.38712047718745
H1F0 -1.12581338079519 6.30000891373906 0.0218337026673092 0.38712047718745
TPO -1.11561823320234 3.76117105074864 0.0218583533528821 0.38712047718745
OR1N2 -1.18055780808468 -0.271464841963516 0.0218846947972065 0.38712047718745
SMC4 -1.1323382581577 0.983265452222509 0.021907668992873 0.38712047718745
AC090498.1 -1.09891831411128 3.79499367528478 0.0219093618058126 0.38712047718745
NKX2-5 -1.09096873904755 3.74025211365327 0.0219483805685187 0.38712047718745
LCE3C 1.12123101925316 4.89846084163924 0.0219490459341775 0.38712047718745
NKX2-3 -1.10857203105435 6.75854268286864 0.0219628448110452 0.38712047718745
DPP10 -1.08286331430056 5.04534183700595 0.0219678415331054 0.38712047718745
TAF1A -1.09323071975764 5.18258173868072 0.0219764806272748 0.38712047718745
SSH2 -1.10582640211414 1.99616238015653 0.0219838927673073 0.38712047718745
SRSF12 -1.11875612831895 4.70542273842833 0.022006411277846 0.38712047718745
MKRN2OS -1.10018904709203 5.05685945200256 0.0220145327772264 0.38712047718745
FAM46C -1.12779424933534 4.54825484289785 0.0220272855052677 0.38712047718745
CNTN2 -1.14179894588427 3.98347149473998 0.022044390131217 0.38712047718745
TSPAN5 -1.09510696662735 5.77944874795313 0.022051044105181 0.38712047718745
ZNF704 -1.09971343526069 3.17532442501725 0.0221249681448294 0.388078140901118
PTBP3 -1.11745268343519 5.30084904445946 0.0221733701894266 0.38858685762415
GPX2 -1.11905653746415 7.23846548023709 0.0222139262600108 0.38863746589759
horseradish -1.07763411727202 6.36490112235589 0.0222354831104335 0.38863746589759
SLC25A40 -1.10367112474175 2.50305584811482 0.0222523300409625 0.38863746589759
CNNM3 -1.10745435980613 7.0857202147381 0.0222655438242276 0.38863746589759
YIF1A -1.10158521013775 5.00869023827572 0.0222947813972348 0.38863746589759
GVQW1 -1.08776651245187 7.12858434840946 0.0222992715374182 0.38863746589759
ZNF675 -1.11672362744793 5.49227961617451 0.0223120705797129 0.38863746589759
RP11-697E2.6 -1.12304128580472 4.38168072245747 0.0223531644780248 0.389014976246147
EML2 -1.10245900261673 6.87531318031046 0.0224409083453357 0.390202981827621
SALL3 -1.12323307055416 3.81710666202903 0.0225124357252634 0.390844356470245
ATIC -1.08137459318337 7.13314914776372 0.0226153497706656 0.390844356470245
MARK4 -1.13775035652082 4.98437216215705 0.0226237531719611 0.390844356470245
TBX20 -1.09405444777579 3.34701212573673 0.0226300713482971 0.390844356470245
C15orf52 -1.12511879043348 3.06434654921114 0.0226306885227529 0.390844356470245
XIAP -1.08791917211266 4.38506569367765 0.022668241713773 0.390844356470245
FAM189A1 -1.09343765189454 3.75311038505914 0.0226742750930966 0.390844356470245
THADA -1.09067821460052 6.56277714831276 0.0226765182636784 0.390844356470245
POTED -1.11689804741491 6.87701515959176 0.0226918221590437 0.390844356470245
JTB -1.11516622233617 0.996946697317754 0.0227003272879263 0.390844356470245
RTKN -1.14219137459297 4.8013959245387 0.0227055645303678 0.390844356470245
ADGRG2 -1.09604836250791 6.85259624857054 0.0227533681949168 0.390844356470245
DLX5 -1.16080218531886 4.35885544032853 0.0227894034830086 0.390844356470245
U2AF2 -1.11077139036196 3.19937945315635 0.0228063268546879 0.390844356470245
AL591806.1 -1.09216716467979 6.40945079304914 0.022827567697094 0.390844356470245
CTDSPL2 -1.33720488457033 -1.81128202858959 0.0228784915465819 0.390844356470245
PPFIBP1 -1.08968147509696 4.26569361670073 0.022893207579668 0.390844356470245
TCEB3C -1.08376847913225 5.81154889312009 0.022933947415447 0.390844356470245
CCDC109B -1.09672724185298 1.89900760821704 0.0229380016816326 0.390844356470245
USP50 -1.08899989568251 5.7495060782369 0.0229437969999129 0.390844356470245
ROBO2 -1.08961031387409 4.93778763557445 0.0229597907383673 0.390844356470245
MIP -1.07645462859352 6.0956547018988 0.0229708247169597 0.390844356470245
CLNK -1.09236848062509 5.83107622931843 0.022988650623645 0.390844356470245
DCDC2 -1.07931993186105 6.750467050471 0.0230129189109534 0.390844356470245
GSN -1.1001985490463 3.46257919864688 0.0230372085682688 0.390844356470245
GPR142 -1.08350977464729 6.18257603308095 0.0230413091285012 0.390844356470245
HMG20A -1.09800568786895 6.10874623990413 0.0230438906737186 0.390844356470245
NAP1L1 -1.08284538981729 6.04408780368543 0.0230658439560471 0.390844356470245
GTF2A1 -1.10178428751441 5.53146427243905 0.0230761255755384 0.390844356470245
FAM172A -1.10648960708626 2.94369350005779 0.0231110816048067 0.390844356470245
SLITRK2 -1.08857686180504 6.69966522025264 0.023113149036892 0.390844356470245
ADNP -1.07384301492386 6.86504833898922 0.0231311646407034 0.390844356470245
ZBTB5 -1.09863409312979 4.98412989974655 0.0231334494398219 0.390844356470245
WSCD2 -1.08921410088614 3.49189881237993 0.0231412014763971 0.390844356470245
KRTAP3-1 -1.07981916858488 6.81314304186104 0.0232152772634934 0.39120388642177
SDR42E1 -1.10625324213211 4.47208831307217 0.0232181955840975 0.39120388642177
GBP5 -1.08082850192636 6.21791266131825 0.0232236285326591 0.39120388642177
HOXD9 -1.08111268326862 5.65817916671315 0.0232449170427707 0.39120388642177
SPDYC -1.10329873114392 5.93422306282699 0.0232877725652759 0.39120388642177
CASP3 -1.10741895184339 3.52282344698701 0.0233366721541746 0.39120388642177
DYNC1I1 -1.08614890006881 2.63516026464868 0.0233467867656783 0.39120388642177
AQP12B -1.0889355347768 4.26436033832378 0.0233565336037788 0.39120388642177
ZNF799 -1.08626990458055 6.24700516092509 0.0233797168644496 0.39120388642177
CCDC92 -1.07031415637053 5.60312422849264 0.0233823023211082 0.39120388642177
CPSF4L -1.12019026547179 1.76954806431881 0.023399165801493 0.39120388642177
PRR20C -1.07910383791987 3.44455004934663 0.0234518466340737 0.39120388642177
UMODL1 -1.07198398362348 5.17989420924196 0.0234559245090005 0.39120388642177
OR5B12 -1.42503517185659 -2.2379620604278 0.0234603147770131 0.39120388642177
ARHGAP19 -1.11230870295117 2.54884807254512 0.023495043083174 0.39120388642177
SLC13A2 -1.07512848273834 3.68002845091506 0.0235266911092727 0.39120388642177
PGK2 -1.10994762940925 1.54899227515247 0.0235465362614888 0.39120388642177
RPL34 -1.0926511315718 5.9907807727916 0.0235574508309955 0.39120388642177
CALML4 -1.09577671531339 4.68090856085263 0.0235637161630452 0.39120388642177
WDR20 -1.09008923844815 4.1008278837423 0.0235966601245416 0.39120388642177
GFER -1.09864859491921 5.1572499939761 0.0236176470183268 0.39120388642177
APCDD1 -1.31693029148269 -1.82478090038751 0.0236379309870181 0.39120388642177
DPH2 -1.11514395063332 5.59043295598999 0.0236405287890584 0.39120388642177
RNASEH2C -1.21101023397932 -0.86467255471145 0.0236552098052935 0.39120388642177
TXNRD2 -1.0771980017681 6.09171059483982 0.0236598862564724 0.39120388642177
HIST1H3B -1.10472370613967 6.03859351587761 0.0236702666039232 0.39120388642177
GDPGP1 -1.08474145584928 6.67355912829923 0.0237298019426511 0.391212989295857
ITCH -1.09766939417887 3.7263613752389 0.0237387403529167 0.391212989295857
CTRC -1.09905868820089 6.91327554479152 0.0237457417949875 0.391212989295857
BCL2L15 -1.11379575575746 0.970463748860907 0.0237502187974783 0.391212989295857
OTX1 -1.06683715658307 5.77606581314834 0.0237684692712824 0.391212989295857
PARK2 -1.08958852198856 4.98827031711828 0.023888834851021 0.39198837313438
OR10H2 -1.09975748616113 6.86950525916113 0.0238888466511292 0.39198837313438
NARS2 -1.06956220954895 5.71660067106639 0.0238925092636022 0.39198837313438
LYPD4 -1.07518171310021 5.25360031082819 0.0239064540091745 0.39198837313438
CYB561D2 -1.08483752229179 2.79069404064223 0.0239134237916336 0.39198837313438
MBLAC2 -1.09301471794691 4.32594916005139 0.0239349785745323 0.392020896015092
TCTA -1.14226665702823 6.23940029655893 0.0240034436193557 0.392304150707575
HID1 -1.07509059826041 3.6874940929294 0.024007729100812 0.392304150707575
LCE2B -1.09721204763357 5.83268340220101 0.0240110273459881 0.392304150707575
ZNF736 -1.09993367602877 4.92930201473418 0.0240717793157385 0.392473895163211
PPFIA1 -1.10587109179587 6.40740717806298 0.0241107069133076 0.392473895163211
N4BP2 -1.09901272611808 5.19120889796203 0.0241135160363837 0.392473895163211
UBE2W -1.080602179881 4.53495450194332 0.0241204992856127 0.392473895163211
BPTF -1.06414972749114 5.39187190576028 0.0241333177876588 0.392473895163211
ASIC3 -1.09715101377723 7.05784778376526 0.0241850671179166 0.392473895163211
TKTL2 -1.06493165614056 5.30126241439292 0.0242083280907623 0.392473895163211
ZNF490 -1.07361096786024 3.78204556669303 0.024230719745875 0.392473895163211
SPSB3 -1.09553212428794 2.97527382257221 0.0242320800878686 0.392473895163211
PEBP1 -1.06960984042176 6.05668636614149 0.0242466153703576 0.392473895163211
RABEP1 -1.07564848121906 6.88533902835038 0.0242639855520162 0.392473895163211
