logFC logCPM PValue FDR
INHBB 0.667389918472487 2.4017125158495 0.17047253628667 1
BCL3 -0.648634085308136 5.98448883384646 0.170482123166018 1
RBM18 0.653357590761702 5.07285105653943 0.170562491352203 1
DNASE1L1 -1.37981593530888 -3.60573020061318 0.170596109881203 1
ADCY5 -0.667730836254917 1.75654179524063 0.170706237064183 1
HIST1H1D -0.660770731792319 7.19257974327871 0.170723032933271 1
NADK -0.662438653769201 5.20220196551329 0.170723904714977 1
OR13C9 -0.643796469353075 5.47692494442344 0.17072887894138 1
CPPED1 0.665023980858479 3.40444800681012 0.170752601171804 1
TRIML1 0.674351870140108 2.49065175019101 0.170879746836331 1
RNF11 0.644417697673641 5.09288978061322 0.171265253085968 1
CASR -0.658603921438126 2.21163308307334 0.17126987057978 1
TANC2 0.670333162853066 8.21328691671124 0.171319008523724 1
RSAD2 0.645846733170903 4.52759316572527 0.171400714665618 1
RAB7A -0.648880285337558 6.65035245830266 0.171405500280497 1
TMX3 0.655325814904287 5.98705106408948 0.171771647312644 1
MS4A10 -0.665965646554251 4.09334564927746 0.171786926686475 1
RTP3 0.692764156582522 2.72174863184902 0.171809445429244 1
SLC27A3 0.665547150449412 4.27219132309054 0.171820519648219 1
SERPINB4 -0.674800628785883 3.35912657379458 0.171879033515463 1
CHAF1A 0.642174363637301 5.40244590616206 0.171953028206691 1
MFNG -0.686395958945996 4.55577492023369 0.17197304037793 1
MROH2B -0.65047157531852 6.41371145312218 0.171995745583053 1
AC131263.1 0.66686412130245 2.62050002964956 0.172071447354417 1
NANOG 0.646240141369155 6.12234731810638 0.172194585441498 1
CRAT -0.641616793963295 5.86786123880374 0.17220287686646 1
TIMM13 0.646631833144077 5.34154987809659 0.172268615768885 1
EFHD1 -0.649735510325883 5.01943557633448 0.172372455916265 1
spinach -0.64560478160905 5.48916869916628 0.172374088388454 1
NHLRC4 -0.660980899232131 6.29186532789568 0.172433055503847 1
RP11-599B13.6 -0.666681803927079 4.36978426584293 0.172444576244404 1
CEACAM6 0.641388404412195 6.74732403790425 0.172596672515297 1
SCAF8 -0.643222662085836 4.94847163224293 0.172610020376198 1
FGF22 -0.646163969542351 3.69833672017497 0.172685817516436 1
SAA2 0.639096882522139 5.21071126959491 0.172759138747976 1
HN1 -0.662972337607815 5.28252856457897 0.172897874862084 1
IL20RB -0.647057849394618 6.65592701255042 0.172899739805061 1
PPP1R14A 0.678762319286619 3.57381968303463 0.172928023310887 1
ANKRD7 -0.652714010154637 4.43744435521442 0.172944287777172 1
UHRF1BP1 -0.653692449451787 5.96326024225041 0.172993701727846 1
DRG2 -0.653150901997962 3.03301831009926 0.173009778026626 1
ZP4 0.652384284457461 6.27086848115809 0.173053786877599 1
RASD1 0.666049503244258 3.34812581245997 0.173210405780738 1
MAP9 -0.666516728064644 0.872883331472063 0.173217925833937 1
FBLIM1 0.646377960884752 4.61965765587789 0.173336315162377 1
ARFIP1 -0.666815558361938 0.996651467139456 0.173350478474829 1
AC171558.1 -0.669176731198658 4.30692320431614 0.173421688082076 1
PTRH2 -0.650857147702337 5.09690085187724 0.173436724090162 1
CCNI -0.674785617549589 5.78797225127136 0.173492006228431 1
DERL3 0.645432651614622 6.66563869346755 0.173538909257944 1
OR3A1 0.657855185258527 2.14162117601553 0.173548374261063 1
VDR -0.646508932952866 6.85128209864544 0.173621501183515 1
NPIPA5 -0.636311153828325 5.48916817783606 0.173686448270203 1
FGL1 -0.662956043093368 3.45932379727973 0.173715390757358 1
SCN1A -0.647972271332952 6.1926564008739 0.173758944001482 1
BEND5 0.660883233115527 6.92009261057524 0.173762805618201 1
KCTD4 -0.670777346593794 4.396165612053 0.173772350444178 1
NOX5 0.648405596415399 5.91013657985657 0.173834451928215 1
OR10A2 0.681520563448972 1.18339820975799 0.173839722861782 1
EIF4EBP1 -0.652209712759144 4.61741139720252 0.173864097183869 1
DTD2 -0.645013761631526 5.74954652065633 0.173888177306405 1
IZUMO4 -0.6499302637753 3.91230406739415 0.173943448193043 1
MYLIP -0.654069341741158 5.93934593082197 0.173980027206907 1
C17orf80 0.644843165346044 4.12538215510456 0.174057676976333 1
USP17L24 0.659488190834896 6.30754159091424 0.174070301575689 1
CGREF1 0.665711120902334 3.70754621812683 0.174119323347033 1
HIST1H2BA 0.637459135387093 6.27545319298546 0.174157943183788 1
ANKRD55 0.645772733079832 7.27068458639363 0.174162050409977 1
CTC-487M23.8 0.651687915352227 7.40879254938845 0.174162621612864 1
SMN1 0.652444721116352 5.88363836823316 0.174177275910124 1
KCNB1 0.643167543372815 6.02277802931105 0.174187094375924 1
GTF2F2 0.66650402979071 7.02765449040205 0.174217499711602 1
KCNK9 0.667946360013469 0.619890117964327 0.174276582978753 1
SMU1 -0.651454573108004 2.92524150748096 0.174288304921778 1
TOB2 0.663434320808053 4.93217978458753 0.174314304010723 1
BHLHE40 -0.639942178718056 5.27113020778067 0.174342390146809 1
MEPE -0.66833365168703 5.91140393769458 0.17449311695621 1
IRF4 0.651741724354817 4.56108526967656 0.174546841373456 1
HLA-DRB5 0.6435165399987 5.8777525951553 0.174565066777327 1
EIF1B -0.647271271817831 6.13046499884268 0.174672137560897 1
DUSP23 -0.648808122710455 5.08211103365459 0.174675512937906 1
RPEL1 0.642462755213075 7.22491654826227 0.174785440751635 1
SERPINI1 -0.645637819798859 3.81682015951975 0.174801283576739 1
HIST1H1E 0.647443671442085 3.44102681989684 0.174807309508378 1
KRTAP24-1 0.636209630120733 5.87512352458017 0.175018459939267 1
CD86 0.65009881032215 5.80103603494529 0.175058696565738 1
G6PC2 0.646861193211596 4.17432455720283 0.175118985602647 1
GPR151 0.648782941003831 2.63961749863737 0.175127665783983 1
CFAP57 -0.650949135227221 3.89917618433563 0.17517154479011 1
SLC7A6OS 0.643347648778858 5.82543195054046 0.175178506585494 1
SSBP2 -0.653456674559718 4.84553526229904 0.175219296818138 1
TSEN15 0.64733790293907 6.49638595380658 0.175222270961113 1
BUD13 0.64143013144325 4.44211023237146 0.175223032087302 1
INMT-FAM188B 0.66289136316602 6.62071217703702 0.175256441033189 1
AC004824.1 -0.635746034708802 5.41583858577297 0.175430446756427 1
CTD-2545M3.6 -0.635147134560883 5.69636666611878 0.175526867439269 1
BAMBI -0.640212396728626 6.10774520684718 0.175555228366971 1
THTPA 0.644853813702444 4.61185346987046 0.175629280477939 1
PNOC -0.659339733806771 2.90570392062012 0.175686239754978 1
CH17-296N19.1 0.645798837620319 2.65248788992221 0.175723171896726 1
FOXM1 -0.656670256328533 3.90411995800874 0.175727385359501 1
SAFB -0.649902463601079 4.19477701551591 0.175793918623455 1
ZER1 0.64070714599274 7.00337316936673 0.175819261146871 1
BLOC1S1 0.650226568930794 4.69912121682708 0.175850135570576 1
CEP57L1 -0.666162952251683 4.50932108325432 0.175866176655504 1
HMMR 0.640154828345262 7.39365922789458 0.175969416070498 1
CABP4 -0.636147610442511 5.79402903316122 0.175975750444722 1
ST3GAL5 -0.65402001355883 1.14615113700054 0.175992347644459 1
AHI1 0.658309773568469 3.97294526716114 0.176002493927307 1
CALCB 0.674044296253823 7.40123322451915 0.176026926280823 1
ABCG4 -0.646001345332582 4.30317539104987 0.176029025742892 1
KYAT3 0.633956111129428 6.80885788884258 0.1760462346344 1
COIL -0.653093167944922 4.78409993825734 0.176120538618758 1
TCTEX1D2 -0.653386883270301 5.92360746242508 0.176178717182592 1
ADH4 0.63793668925113 5.82106109912459 0.176238013538103 1
SYNGR4 -0.645833429429726 4.3929443447468 0.176255271441099 1
CST3 -0.653073946892582 6.72486317533054 0.176284367398934 1
PGM2L1 0.651669983354027 3.77211570707901 0.17632458047435 1
FAM193A 0.645040710073212 3.0330568783541 0.176469708004657 1
HYAL4 0.636608675259149 3.71540531799724 0.176471355116547 1
TMBIM6 -0.647025056219864 5.4792430947988 0.176516588791199 1
MRGPRE 0.662594153879683 1.33168779117503 0.176533263905077 1
MSI1 -0.653930628364737 4.56131189150079 0.176538127471299 1
GZF1 -0.634699669629959 6.88565750334225 0.17655975943422 1
SLC2A9 0.634171442500343 5.15666428897844 0.176593751566643 1
AC025335.1 0.649637790295782 2.01547182132467 0.176606966694375 1
TEFM -0.65863334975855 7.7896553748143 0.176696044474381 1
LZIC -0.648085019349135 4.50826453895774 0.176808179068274 1
MYL4 -0.647874042022134 6.50122479762161 0.176816808232631 1
BTBD1 0.649884244456799 4.18489502562777 0.176839370512113 1
PCSK4 0.634931797169134 6.60660054421908 0.176909388333952 1
SYT7 0.64355817988738 4.58583194977836 0.176935099760382 1
NPBWR1 0.66673534063021 0.439881025437564 0.17694018547163 1
RAB38 0.645978793672024 2.36540570157616 0.176965528228219 1
BMP8B 0.698793247532608 -0.555492590017475 0.177009772358885 1
OR5AP2 0.642644076120331 4.63606185533876 0.177014298190126 1
CEBPD -0.638761587667896 6.3020026993555 0.177056684614952 1
FOXE1 -0.672691561066889 0.333407622634501 0.177211023675729 1
ZNF28 0.652761463819992 3.44926476179281 0.177224053285988 1
CPSF4 0.641620961653206 4.51229548244465 0.177236724940831 1
PMVK -0.64091516823506 5.84735015656664 0.177406231901433 1
KPNA7 0.631190856336879 5.31574704769167 0.177437992599448 1
STK17A -0.659561457576808 1.9303190336361 0.177475212103214 1
P2RY6 0.648289040404296 4.66341884910815 0.177487466905674 1
GPSM3 0.66041435903005 2.61347344636375 0.177564194982455 1
SIGIRR 0.637120559978751 3.92000857356283 0.177584859425508 1
SAE1 0.657436568231849 1.43122345731578 0.177594405592712 1
TMEM2 0.644942715214739 2.57763308503995 0.177624406286682 1
PPM1D -0.640466359755785 6.13450090643255 0.1776275572138 1
GPHB5 0.642417709237605 4.87584582006345 0.177697047936476 1
GSTT2B -0.666320637960857 3.16492765855331 0.17769980215958 1
HIST1H3H -0.640269293468774 6.08838872505556 0.177706940063214 1
MALSU1 -0.652662008277192 2.66654037029767 0.177763647116005 1
DNAJC12 0.663722683633211 6.5671446564863 0.177787565224524 1
ZNF225 0.650566538238987 2.35855154532984 0.177800809964675 1
ARMC2 0.637910713060552 4.58442868705159 0.177820596758333 1
CCDC124 0.650072174968502 1.71886558290323 0.177851502888818 1
ZBTB26 -0.640653630402301 5.85201631112082 0.177894626353883 1
PTPRK 0.646834953524993 4.62823696033099 0.178053262212575 1
SIT1 -0.657285438878098 1.29466769223112 0.17806106936373 1
CHST2 -0.660631154150317 1.72495657075532 0.178149304188598 1
ANKRD20A3 0.634314743612672 5.21788918713818 0.178207083462695 1
OR8A1 0.637456290959326 4.54708812193451 0.17821144352184 1
TAF6 -0.639808700636558 5.94058836056816 0.178279323224131 1
TPGS2 0.655608124526025 1.06372584864646 0.178370941740969 1
VEZT 0.645444700601568 6.198093526166 0.178383310984185 1
ATP1A1 -0.637393146760999 4.11600261139012 0.178535721783858 1
MRPS25 -0.649416694655814 2.10694989660029 0.178599757076361 1
TNKS1BP1 0.652956091574354 1.61116836247901 0.178609171048622 1
NES -0.639026406468985 6.32015221079964 0.178642163584389 1
TINCR -0.644488945618455 6.78941341907662 0.178666986155601 1
MAPRE3 -0.639276363638854 3.51350947433282 0.178705847944047 1
HIST1H1B 0.643206212498947 4.74288492111958 0.178712980221505 1
MBNL1 -0.646824171001595 6.00656606795105 0.178858020151246 1
RABL2A 0.654659203863249 6.86129952638771 0.178878324447996 1
PRAMEF12 -0.635805143806736 6.14541043123497 0.178958928531038 1
SPANXD -0.632829662723385 6.18676143849922 0.178967980579864 1
PYURF 0.638513827544528 4.86394235276671 0.179118853718076 1
HS2ST1 -0.661915502850001 1.47829448963305 0.179173465453136 1
MS4A5 0.655722141191123 4.42068862127575 0.179229683671979 1
RPE -0.634812762229356 6.10397909772513 0.179264601820443 1
NELFA -0.692936411775087 -0.208980287305862 0.179333938910302 1
SRSF9 -0.636416859040053 6.25046364535226 0.17933806333965 1
IFI16 -0.647009478938134 3.87952712771818 0.179384600895447 1
ZC3H14 0.636852582387477 5.22829712458684 0.179437549929297 1
OTUD6B 0.672959462812984 6.66665558239103 0.179518286227094 1
RGP1 0.654442547104805 4.81604242385137 0.179527215903584 1
ACOX2 -0.629602840807963 6.23846269318793 0.179560026198745 1
MAP2K4 0.648163367693826 3.71631746806415 0.179682457707864 1
CBLC -0.642666728804988 4.85829530063192 0.179848940803881 1
AC016577.1 -0.639498358820546 8.40429744849018 0.179857599763745 1
TRIM69 -0.648198807857702 4.27100717063213 0.179909885561661 1
MRPL10 0.641874380007423 4.23717585293426 0.179931257986962 1
GSK3B 0.653800543116464 0.687073254522723 0.179993575167312 1
HAND1 0.631575438575894 4.1379524171532 0.180064048325061 1
KIR3DL3 0.631177030308325 6.44149209092802 0.180260870521125 1
THOC6 -0.64367587259239 6.13405223463197 0.180382119056612 1
TCEB3CL2 -0.647301420973707 4.67671182259892 0.180434713133551 1
NUDT13 0.631712154400994 6.11919651661872 0.180562930214353 1
PKP1 0.64207530225304 6.98164843267708 0.18071236707277 1
CAGE1 -0.811895755031441 -1.87832252197437 0.180774034708713 1
ATP6V1B1 0.627589356038644 5.27353341406466 0.180843112240598 1
HIST1H2AH 0.632900153202622 4.66685435518882 0.180890563005787 1
SASS6 0.656713969239871 3.84023676906843 0.18090992661922 1
OLAH 0.632098943106344 4.39142083565286 0.181024799439873 1
FAM78A 0.649436257522263 2.34120304176872 0.181050299838346 1
SERP2 -0.636229845596369 6.39029961834192 0.181062743052928 1
REV1 0.63166121976282 7.30811188566301 0.181124658330512 1
CCDC50 0.645772788279148 4.22023312340085 0.181207839178942 1
LL0XNC01-16G2.1 0.636933747898638 4.0206361367505 0.181236503645429 1
N4BP1 -0.633601549536699 3.67837523282323 0.181247175470183 1
RP4-583P15.14 -0.649944658595901 4.56608277910113 0.18129327162791 1
VPS4B -0.650945245359081 2.03558093562293 0.181514460756913 1
ENPP7 0.63817284489459 4.49465429513162 0.181544968348844 1
SPG20 -0.649679356531677 2.37300526994708 0.181553559687976 1
KCNRG 0.638617544783545 4.81499061425198 0.181636210283084 1
MPC1L -0.643851362459705 5.61957195289971 0.181666694696547 1
HSPA1L 0.652652925189555 5.91582755897272 0.181709689297818 1
TNS4 0.659686292884975 1.13532895450827 0.181719256025076 1
C1QTNF4 -0.635535842400677 4.95478333578837 0.181748219944263 1
CNTF 0.630671849438714 6.63911370954277 0.181763766425176 1
HAPLN1 -0.638172515134071 2.78203667110942 0.181767806689246 1
TEPP -0.63154815827595 5.35078765877413 0.181829801081068 1
LRRC63 0.635529988669147 7.25761385684645 0.181843519999758 1
PABPC4 -0.663078304861403 6.61633329469408 0.181882127038775 1
NCOA7 0.656922204319888 3.43802261527423 0.181884350912953 1
SLC6A1 0.647812711839008 5.96792673481206 0.181908917093834 1
C5orf45 0.642330263883331 3.5290078974909 0.181949794902656 1
GNB5 0.630691733861453 5.64002454738461 0.182038895398247 1
DNAJC19 -0.658963613476223 1.17999611559458 0.182045237117112 1
FUT5 0.64437929510638 5.65726969123419 0.182090932641347 1
ZNF831 -0.630203673136652 4.12312055370052 0.182134578597408 1
AC013269.5 -0.643774973537502 1.20197426384238 0.182176529342232 1
SLC10A7 0.625780837333896 5.33335153092641 0.182238680184606 1
ZNF596 -0.633644301152553 4.99483704304767 0.182241276643346 1
SSX2B 0.637852711455893 3.18795882424423 0.182276656446359 1
CYC1 -0.6428616519052 6.3310895679056 0.182296039702745 1
SAR1A -0.663105009750799 2.53650816617149 0.182345631656126 1
CIDEA 0.636770633241473 3.55633348951515 0.182440475159387 1
IL1B 0.663516317027328 5.27707159137318 0.182524698432822 1
KIF20B 0.665797378216948 2.1347569237166 0.182591444109433 1
HAO1 0.637496327014297 4.17733418833649 0.182605629437768 1
SOX15 -0.64073312974628 6.607209619133 0.182607233791442 1
CACNA1I -0.641890718791131 7.93925345008435 0.182622386265131 1
KIAA1715 -0.633757091501817 6.78171845152678 0.182647200468808 1
SFRP5 -0.650967385496625 4.40018407619444 0.182680424241149 1
CD1B -0.637721287687918 7.14461687774291 0.182703704950547 1
BRSK2 -0.626552795886199 5.39300576559816 0.18286350674282 1
PEAK1 -0.639319327096915 2.09766775468567 0.182871801366709 1
CXCR6 0.641340631429589 6.87946954724826 0.183049827113942 1
ITGA9 0.633409202520023 4.81563076548211 0.183051156478669 1
DPYSL2 -0.652874474592538 2.65255112446752 0.183054718381791 1
ASAP1 -0.62758134857422 5.48477118893324 0.183136585171263 1
MTF1 0.625917622225246 5.24320720598941 0.183189534548018 1
SLC25A46 0.646388368434092 7.11392069228971 0.183305247019061 1
TOMM5 0.646549038545532 6.04806868110876 0.183328360765514 1
ANAPC7 -0.638530550845501 3.43307001598024 0.183473266223118 1
TLL1 -0.636942456446395 3.86510689931091 0.183482283716209 1
CXCL17 0.640314934993408 4.61991294848879 0.183483135592939 1
LRRC19 -0.632976322579911 5.72571484407231 0.183504642363853 1
FAM231A -0.625392724195387 4.94763671621462 0.183514812988278 1
HELLS 0.629760705093513 4.82916951663053 0.183628815742849 1
ASNS 0.662378832609759 5.94464084979129 0.183762393039929 1
ERICH3 -0.629302752161322 6.69130051980337 0.183776274779541 1
NT5C 0.630780844288559 4.2983698123782 0.183785076819546 1
C20orf144 0.651437088612122 4.38094021084249 0.183932457262493 1
PRAME 0.64280706290781 3.79255570491868 0.183952054036871 1
NBEAL1 0.637845998321873 6.1433294338037 0.184105566519878 1
C19orf24 0.645066193014643 1.16764947394838 0.184130315881357 1
CNTN3 0.653777394872288 1.35195811432625 0.184182088358103 1
RPS6KB1 0.638770935225997 4.50072766837463 0.184206252652773 1
ZNF624 -0.631297348428207 5.40089346660718 0.184237707339568 1
LOXL4 -0.652510644498784 1.32874605958505 0.184267746818109 1
RPL39L 0.621108811844632 5.51053031845302 0.18427975753626 1
FAAP100 0.648115199016097 6.43683544261097 0.184327808700392 1
TMEM190 0.636679561919375 2.53489932956569 0.184332745047098 1
CTD-3214H19.4 0.630621171311411 6.37406959912386 0.184340268972087 1
MANF -0.649980454658896 5.37399469770662 0.184428415914826 1
BFSP2 -0.630790882525352 3.48314443885314 0.184476653400831 1
FOXRED1 0.636488337796479 5.77979704140812 0.184477267645619 1
CYP2C19 0.638883358018783 7.39596417386644 0.18466153114768 1
FAM104A -0.648728677142107 6.96584868700981 0.184696208133563 1
RPN2 0.633045959679635 6.33119207248781 0.184755854210323 1
CLDN11 0.655118989474813 7.38614662900866 0.18476305157365 1
PDCD10 0.629838013095891 6.6199224376314 0.184778416694253 1
DEFB118 0.63786445689048 4.11122437235587 0.184841490739885 1
MYBL2 -0.630662719531476 3.87377639592571 0.184853500782604 1
OR51I2 -0.639075349027044 3.94954858076471 0.184950605304998 1
SF3B5 0.646805541909913 6.08304416998984 0.184977400661123 1
TMEM62 0.632481133064036 3.21727025847757 0.185059164397249 1
KDF1 -0.637692011916576 7.22035482780071 0.185116332837176 1
MRC1 0.628989273696987 6.33197299993803 0.185117119100232 1
CEP131 0.630090810957394 3.68825918435555 0.185178172007339 1
cilantro 0.628076187635966 4.37171780689988 0.185197672708556 1
IRS4 -0.649996286309891 0.968532342644086 0.185198420410568 1
B3GNT9 -0.646098650564506 4.47870674897306 0.185202699453121 1
S1PR2 -0.636187071050813 5.73725859916317 0.185219855465693 1
HBG2 0.683583606513643 0.983484004603282 0.18523205251113 1
RFTN1 0.62776774162597 5.72582646785028 0.185310191058329 1
NUCB2 -0.633892712405532 3.59660056252997 0.185310398575547 1
ZNF774 -0.632393564735895 5.22060109579185 0.185368091493049 1
FBXO22 0.660770194184413 0.632534435230277 0.18537264838382 1
FKBP1A -0.641423811038786 4.64227636829897 0.185383589973913 1
CTSO -0.62972095667931 3.71626912674115 0.185434588256147 1
RAE1 -0.642217336445001 3.38163247243838 0.185445325163379 1
CYP19A1 -0.638878190270116 4.83883413074319 0.185496635670675 1
TMEM200B -1.18578471648669 -3.34343208540991 0.18549749298551 1
DENND6A -0.628121966680724 7.00810266372784 0.185510145809721 1
SYT2 -0.623492534428108 6.47670368055465 0.185540986361353 1
EIF2AK1 -0.650725838716727 2.88570420255694 0.185579286748546 1
WDR87 0.62531230533496 5.69238907098249 0.18558750113304 1
DDX23 -0.654840194089782 4.11801668726712 0.185589271037168 1
GABARAPL1 0.621681045546321 7.17610726204529 0.18559658620225 1
FGD1 0.629116431581472 3.78266926351698 0.18563287248023 1
PTCHD4 0.63271509018805 5.88795812091252 0.185646389305436 1
PTPN21 0.634086092774324 4.665124022672 0.185647011402569 1
CYP2C8 -0.658221150872481 2.67117605993408 0.18566670895834 1
COL6A6 0.643868042383595 5.02418929629644 0.185780549936364 1
RASSF1 0.630105380615543 6.78477474391059 0.185805467687313 1
NGDN 0.629855269633353 4.59800481575222 0.185842145112202 1
VRTN -0.626925261983771 7.18337470931372 0.1858676577674 1
ABCA1 -0.629251342684481 5.12874878239718 0.18586786546443 1
STX1B -0.623927079316501 6.05255000440168 0.185896044811992 1
GPR173 -0.625437517723254 5.21085187338203 0.185974560340892 1
PAMR1 0.637159821191521 1.54955824663962 0.186094688972056 1
OPLAH 0.620827810981096 5.48535644312619 0.186166677497863 1
ACOT4 0.646357800150967 4.11082194176531 0.186235095146177 1
GPR108 0.649169889296066 7.23621298609378 0.186257550516802 1
ASB18 0.617059168571542 5.50689837135523 0.186291612354082 1
ORMDL2 -0.625884714559454 7.68700829120501 0.186297982009292 1
RASA3 0.635100155320764 4.64903452906352 0.186298176971985 1
C12orf66 0.623989882391944 5.7371082254569 0.18631004088273 1
JPH3 0.636984504190449 4.52635726508104 0.186386427880951 1
RP11-140L24.4 0.636930153566911 1.5273070228831 0.186410550935278 1
NEURL3 -0.635321936274821 4.70463835935457 0.186415072121344 1
CSMD2 -0.63169081122145 4.8079302065032 0.186420335356042 1
LRWD1 -0.64472250490019 4.91855798195677 0.186426774018271 1
CYP26C1 0.62856701438829 6.05163337068144 0.186459513681442 1
ERICH6 0.622801132153832 5.2305374927303 0.186468141821473 1
CELSR3 -0.64384591390067 3.60607792512107 0.186619624495729 1
TRIM67 -0.639914110820391 7.07806882742435 0.18669144210353 1
SLC27A4 -0.626049912200242 3.46864777347666 0.186764688083991 1
PA2G4 0.645078168929178 4.47321647122081 0.186777476088048 1
FAM103A1 0.637937358076403 1.94781138025312 0.18691171807475 1
REPIN1 0.622883326339756 6.15722289784339 0.186916337392525 1
OR6F1 -0.622334897546758 4.45618278994797 0.186946885846133 1
GJA9 -0.625738157485539 7.27814788312363 0.186953390115663 1
ADAM11 0.62703533037074 7.01084759675591 0.187051488677518 1
REV3L -0.639826933667023 3.50945125318538 0.187057773799736 1
LCLAT1 0.636669928340843 1.98728214807985 0.187174038789989 1
EPPK1 0.626386451315054 7.33827521016471 0.187184381951521 1
HIST1H4L 0.631133964590831 4.27844509153327 0.187209428620403 1
S100A6 -0.634027087661901 1.6580127213689 0.187239202451964 1
ATG2B 0.640644559568637 7.11808344408945 0.187263093464626 1
INTS4 -0.631850396183278 4.88166852620393 0.18730524247311 1
SCN3A -0.619143484846311 5.97880862552479 0.187353380042354 1
TMEM266 -0.636036692450176 4.05695651224424 0.187391352537095 1
LDLRAD1 -0.635202625923799 2.4210022677636 0.18740906615493 1
TMEM150C -0.632188073372189 4.07750253831859 0.187466728083782 1
HLA-DQA2 0.629371633307739 5.58306978014458 0.187531697696123 1
ADM2 0.628035794293226 3.61705392834981 0.187537949860671 1
FOXP3 -0.622863226086225 5.80911769746662 0.187603129588991 1
ANO8 0.628343910321275 7.31921883867293 0.187624842246722 1
IFT81 0.625495830499714 6.79838597830253 0.187666260495511 1
CENPE 0.624842322572728 5.83817822834018 0.187839449975309 1
OTULIN 0.627740684980628 4.3692991793485 0.187958715020135 1
PDE3A 0.634007769669915 4.29910076823321 0.188051379323609 1
LRRC3 -0.635929932587868 4.26805923620753 0.188124637666471 1
PSMB8 -0.634397664828874 3.49707746892098 0.188154557607371 1
ZBTB47 0.634162186238988 7.39149704157963 0.188240101883537 1
FGF3 -0.624339240846015 6.71828713798044 0.18825110135147 1
PTHLH -0.638126769066754 6.47577243097299 0.188381773853788 1
MAGEA9 0.629652112964316 7.26889848525912 0.188395808608342 1
LTN1 0.626432419443148 6.28239949565437 0.188423565298222 1
ALDH1L1 -0.641476660970772 4.57460596204633 0.188471711006834 1
CD9 -0.620110339687559 5.86745002755058 0.188494278568192 1
POMK 0.623520318220016 6.94347900475 0.188538766730482 1
PTGES3 0.657818339327984 1.53887541928634 0.188677199062374 1
MAST4 -0.633241721625242 3.15693406310698 0.188718098405113 1
CAMKMT -0.632976490876579 3.36037135063046 0.188796373611553 1
LAMA2 -0.636790468270497 3.99014421589099 0.188803765056882 1
CASQ2 -0.62846838754806 6.03064350342985 0.188848064303332 1
ZPBP2 -0.625295669801717 3.51484680498892 0.188848089590263 1
ZNF330 0.634896198050943 5.03728526774528 0.188876915075002 1
PEX5L -0.63300255074497 4.58183321489265 0.188881658730923 1
FRG2C -0.671559477426522 4.87823674215148 0.188883641193603 1
CCL18 -0.635402263066728 6.28307562577154 0.188935475956072 1
C10orf120 0.653210049639341 0.187707468356378 0.188943958502702 1
UPK2 -0.628764422317105 4.11473071250868 0.188947797356139 1
IGSF1 0.655057760194367 0.432818079536431 0.188980762594143 1
IRS1 -0.615531837533944 6.51989994603913 0.189186639750692 1
KRTAP19-6 0.617138546818746 5.2419797288818 0.189330052694192 1
PLXDC1 -0.611313251648747 5.3781398321821 0.18933096622407 1
REG1A -0.613061354261274 6.35386344973965 0.189417150962516 1
DIABLO -0.627641944871189 4.77037109100392 0.189429371866892 1
WDR93 -0.623254907978961 3.81004109167296 0.18944162785482 1
RP11-249L12.1 0.636310034131379 3.89451886380257 0.189489487041146 1
MBD2 0.756051947436695 -1.74737779933829 0.189515006579178 1
TAGLN3 -0.62914100563198 6.08641860701099 0.18957049254067 1
TAPBPL 0.640128961746809 1.81056571757086 0.189582679357115 1
SLC25A13 0.6333219434035 2.31120581234999 0.189727094399733 1
SOCS1 -0.621975106202261 6.48081308369855 0.189737960315299 1
DLEU7 -0.637252198354263 3.9015684035081 0.189813409647394 1
PPP1R1A 0.645302124553363 2.21404211314325 0.189855852989881 1
MAK16 -0.635758599199455 3.80547657074261 0.189875620492735 1
LYPLA2 0.626137013072028 5.3547656902882 0.189907135337586 1
TRIM46 -0.628996888425709 3.67325777663368 0.189979098157245 1
DYNC2LI1 -0.63322265025292 4.48714265183824 0.190029728226831 1
RBFA 0.617944392447008 6.40138727066373 0.190239099076771 1
VILL -0.633329005780492 5.60563862945888 0.190265097068626 1
SOGA1 -0.646596906844886 0.814727605811803 0.190278160030264 1
POLD4 0.624169436433508 6.66259723126519 0.1902957100387 1
APLNR 0.644903274842708 6.40249545129203 0.190306475737869 1
SCLY 0.629875787241057 6.90612835565111 0.190385753069216 1
MAGEB10 -0.624869226009656 5.59023915330471 0.190468519060872 1
RHBDL3 0.634824955163236 5.14340970729081 0.190472427308762 1
TRIM56 -0.620185656277422 4.54189823729977 0.190544035305574 1
HIST1H4F -0.618873943883007 5.49713468385828 0.190798991650806 1
ADCYAP1 0.615312076038553 5.53378319750654 0.19080167394215 1
KYNU 0.623718043785369 6.42930432546771 0.190818325140705 1
RNF187 0.620193459408316 4.60622099974456 0.190920371574062 1
SLC2A2 -0.639171333847013 5.07973482100706 0.190934250247301 1
SIRPB1 -0.622895230959864 4.32369909557473 0.190968816258683 1
TMPRSS4 -0.623246853287668 4.59127026807957 0.190994848643641 1
SNU13 0.636158701550462 2.28739214620097 0.191018788836412 1
MAP3K4 -0.619403524217971 6.57864855574539 0.191041459314341 1
TP53TG3C -0.615202002455636 5.050845826228 0.191120818006063 1
TRPM3 -0.629203380509443 5.15785485488008 0.191159069839945 1
KRTAP5-11 -0.628065443514169 7.03221877627605 0.191199745066647 1
OSBPL8 0.614442100425175 4.94186239026692 0.191215899772085 1
